cardId,time,tx_type,tx_status,client_transaction_id,amount,nova_fee_usd,is_consumption_fee,is_nova_fee,is_create_card,is_admin
ecde3f2b-ca1a-44ef-8098-29a1dae9914e,2025-05-23 09:38:45.006000+00:00,TransferIn,Closed,TransferIn:06c71f40-4770-4e00-a41d-ea6305697422,92.0,,0,0,0,1
ecde3f2b-ca1a-44ef-8098-29a1dae9914e,2025-05-23 09:47:06.138000+00:00,TransferOut,Closed,TransferOut:e64d2c96-db82-44be-aa0c-25c5d3539c59,-178.0,,0,0,0,1
258947d6-0a8c-4804-8d08-0fb3621a48b5,2025-05-23 09:51:41.949000+00:00,TransferIn,Closed,TransferIn:d32a9ac3-7b9c-462b-802f-0ec85c110971,692.74,,0,0,0,1
258947d6-0a8c-4804-8d08-0fb3621a48b5,2025-05-23 10:13:37.560000+00:00,TransferOut,Closed,TransferOut:c2a68af3-ef3b-435b-a7c4-c9a98d89d619,-769.96,,0,0,0,1
ecde3f2b-ca1a-44ef-8098-29a1dae9914e,2025-05-23 10:13:47.254000+00:00,TransferIn,Closed,TransferIn:8b48d523-6752-4929-85d1-d621c3e27321,100.0,,0,0,0,1
ecde3f2b-ca1a-44ef-8098-29a1dae9914e,2025-05-23 10:40:53.614000+00:00,Consumption,Closed,tid_qwadqBhdDo,-0.14,0.0,0,0,0,1
ecde3f2b-ca1a-44ef-8098-29a1dae9914e,2025-05-23 10:40:54.402000+00:00,Fee_Consumption,Closed,tid_qwadqBhdDo_Fee_Consumption,-0.0,,1,0,0,0
ecde3f2b-ca1a-44ef-8098-29a1dae9914e,2025-05-23 10:42:00.300000+00:00,Reversal,Closed,4db006d6-7798-4b4a-9c98-bda23727c5e9,-0.13,0.0,0,0,0,1
ecde3f2b-ca1a-44ef-8098-29a1dae9914e,2025-05-23 11:08:52.266000+00:00,TransferOut,Closed,TransferOut:6e6cd58f-30dd-40d2-ad5d-001c61c8bb1e,-99.36,,0,0,0,1
258947d6-0a8c-4804-8d08-0fb3621a48b5,2025-05-23 11:08:58.584000+00:00,TransferIn,Closed,TransferIn:24859054-4cd7-4d3a-a577-3f4ead8a0500,769.32,,0,0,0,1
258947d6-0a8c-4804-8d08-0fb3621a48b5,2025-05-23 11:34:07.255000+00:00,TransferOut,Closed,TransferOut:2e7735c4-64bf-42af-8af4-f66854d43030,-769.32,,0,0,0,1
d610fa5d-c6d1-4d13-928c-dc9969dbd115,2025-05-23 11:34:16.791000+00:00,TransferOut,Closed,TransferOut:4255ec4a-e40d-483a-b8d2-02fdde20c137,-32.32,,0,0,0,1
9a31052f-6f23-4bfd-bedd-86c1910c2ce1,2025-05-23 11:34:29.470000+00:00,TransferOut,Closed,TransferOut:19bd813c-6e08-4b79-a74b-976ca4f6fc46,-10.0,,0,0,0,1
db4079c6-11ff-471c-847e-75b6e714dd2c,2025-05-23 11:34:37.742000+00:00,TransferOut,Closed,TransferOut:44095440-48d6-42f4-b873-708515a22074,-10.0,,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 11:41:41.863000+00:00,TransferIn,Closed,TransferIn:76ca09c2-6980-4fd4-a8a4-2b338b6a69cf,10.0,,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 11:41:42.643000+00:00,TransferOut,Closed,TransferOut:5af25978-8534-4314-9eed-0ee80ec550bc,-10.0,,0,0,0,1
662def06-01f3-4605-8476-5be4d1ac87f8,2025-05-23 11:43:40.022000+00:00,TransferIn,Closed,TransferIn:1be4b71b-b714-4aeb-87f2-1c1e3505b1fa,10.0,,0,0,0,1
662def06-01f3-4605-8476-5be4d1ac87f8,2025-05-23 11:43:41.164000+00:00,TransferOut,Closed,TransferOut:7311755f-33ac-4706-a60d-1ef68f868b2d,-10.0,,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 11:49:38.364000+00:00,TransferIn,Closed,TransferIn:eb02f1bb-da01-4b09-97f5-3ddda3daefa3,86.0,,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 11:52:36.589000+00:00,TransferIn,Closed,TransferIn:4bddf383-045c-4fcb-881f-a3e9477ed2cd,188.0,,0,0,0,1
55b85b1b-ac5a-48e6-b92c-92c6d682f68d,2025-05-23 12:03:14.188000+00:00,TransferIn,Closed,TransferIn:ca4abec1-ef14-4f7d-be36-c965de8c22e6,10.0,,0,0,0,1
55b85b1b-ac5a-48e6-b92c-92c6d682f68d,2025-05-23 12:03:14.874000+00:00,TransferOut,Closed,TransferOut:6e26a025-d1cb-40d4-b74f-c3c01ffdf643,-10.0,,0,0,0,1
55b85b1b-ac5a-48e6-b92c-92c6d682f68d,2025-05-23 12:13:20.367000+00:00,TransferIn,Closed,TransferIn:ba149332-8b13-497d-92f9-56ac94673c23,92.0,,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 12:19:45.503000+00:00,Consumption,Closed,tid_hJKiTu48Ch,-73.5,0.0,0,0,0,1
b54fe746-d905-4161-9864-1da8a107f33d,2025-05-23 13:23:58.442000+00:00,TransferIn,Closed,TransferIn:f66018c3-3345-4008-87b3-24ae0cd0f67c,10.0,,0,0,0,1
b54fe746-d905-4161-9864-1da8a107f33d,2025-05-23 13:23:59.105000+00:00,TransferOut,Closed,TransferOut:70fa3ca2-cabf-4e24-8159-203b9af60d6a,-10.0,,0,0,0,1
bb87690f-8c13-4f74-8211-c0273eb1e9d6,2025-05-23 13:36:23.571000+00:00,TransferIn,Closed,TransferIn:9d1825b1-50ec-438d-b8e4-83474132e9a6,10.0,,0,0,0,1
bb87690f-8c13-4f74-8211-c0273eb1e9d6,2025-05-23 13:36:24.503000+00:00,TransferOut,Closed,TransferOut:10a9afdd-b18a-4bfe-ba32-c7cf723b5ee5,-10.0,,0,0,0,1
e159c4bf-66a1-4dbd-8e68-870bdca532cf,2025-05-23 13:43:08.610000+00:00,TransferIn,Closed,TransferIn:120ca6fa-2959-42f1-b5fe-0bf0a94b7557,10.0,,0,0,0,1
e159c4bf-66a1-4dbd-8e68-870bdca532cf,2025-05-23 13:43:09.294000+00:00,TransferOut,Closed,TransferOut:a7571557-8e96-4f1e-b217-c221e9a949ea,-10.0,,0,0,0,1
773d3c33-7f88-4e4f-b38a-4d3b0c31ea37,2025-05-23 14:48:48.923000+00:00,TransferIn,Closed,TransferIn:ee81d5ab-cbf2-4c2e-9b3f-7134c6c449ac,10.0,,0,0,0,1
773d3c33-7f88-4e4f-b38a-4d3b0c31ea37,2025-05-23 14:48:49.605000+00:00,TransferOut,Closed,TransferOut:ea04f0db-83d3-4ae6-88e9-d9ab61c450ba,-10.0,,0,0,0,1
ce4ab3d0-a243-41d9-8e97-6133b3383da0,2025-05-23 14:55:57.795000+00:00,TransferIn,Closed,TransferIn:e692f4ee-0444-444d-acd3-bea859b8f651,10.0,,0,0,0,1
ce4ab3d0-a243-41d9-8e97-6133b3383da0,2025-05-23 14:55:58.568000+00:00,TransferOut,Closed,TransferOut:49000f76-572b-4919-a37e-2b7af81d0e23,-10.0,,0,0,0,1
a408ceab-eb63-4146-9835-74df5e93cfdb,2025-05-23 15:00:48.286000+00:00,TransferIn,Closed,TransferIn:a78c8ddb-85a7-42df-937f-43cc96e8caab,10.0,,0,0,0,1
a408ceab-eb63-4146-9835-74df5e93cfdb,2025-05-23 15:00:49.033000+00:00,TransferOut,Closed,TransferOut:98520d1b-1238-499e-b17a-57cc862e279f,-10.0,,0,0,0,1
d0defa93-0f20-48aa-8b31-7f32bfa1a124,2025-05-23 15:08:18.494000+00:00,TransferIn,Closed,TransferIn:5e40b5f8-2b0c-492f-96b7-46346396b8b2,10.0,,0,0,0,1
d0defa93-0f20-48aa-8b31-7f32bfa1a124,2025-05-23 15:08:19.193000+00:00,TransferOut,Closed,TransferOut:2dd327cc-fe0c-4106-8224-83fdd80cce11,-10.0,,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 18:39:07.932000+00:00,Consumption,Closed,tid_dkZ2NpFmHj,-15.55,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 18:39:08.430000+00:00,Fee_Consumption,Closed,tid_dkZ2NpFmHj_Fee_Consumption,-0.0,,1,0,0,0
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 20:47:01.908000+00:00,Consumption,Closed,tid_XVvtvL50Dx,-25.92,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 20:47:02.568000+00:00,Fee_Consumption,Closed,tid_XVvtvL50Dx_Fee_Consumption,-0.0,,1,0,0,0
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 21:47:06.507000+00:00,Consumption,Closed,tid_n7LtGMevQ7,-14.44,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 21:47:07.035000+00:00,Fee_Consumption,Closed,tid_n7LtGMevQ7_Fee_Consumption,-0.0,,1,0,0,0
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 22:44:41.723000+00:00,Consumption,Closed,tid_qRNaT6wVZ1,-49.55,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-23 22:44:42.495000+00:00,Fee_Consumption,Closed,tid_qRNaT6wVZ1_Fee_Consumption,-0.0,,1,0,0,0
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-24 00:26:44.272000+00:00,Consumption,Fail,tid_WK1gkor9ko,-115.48,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-24 00:27:07.242000+00:00,Consumption,Fail,tid_6CN9KHNELK,-115.48,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-24 01:32:06.746000+00:00,TransferOut,Closed,TransferOut:6289bc2e-6d98-4fdf-8120-aa2ab4da63de,-10.0,,0,0,0,1
55b85b1b-ac5a-48e6-b92c-92c6d682f68d,2025-05-24 01:32:11.143000+00:00,TransferOut,Closed,TransferOut:1d15b7b8-53dd-4e1a-9082-025f59978a34,-10.0,,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-24 14:18:25.587000+00:00,Consumption,Closed,tid_0KBIJictoL,-7.97,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-24 14:18:26.371000+00:00,Fee_Consumption,Closed,tid_0KBIJictoL_Fee_Consumption,-0.0,,1,0,0,0
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 08:17:38.547000+00:00,Consumption,Closed,tid_Te7FsO8nTR,-0.14,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 08:17:39.637000+00:00,Fee_Consumption,Closed,tid_Te7FsO8nTR_Fee_Consumption,-0.0,,1,0,0,0
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 08:18:50.174000+00:00,Reversal,Closed,84b4312f-db79-4e71-8768-92f94319f955,-0.13,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 09:31:59.580000+00:00,Consumption,Closed,tid_kXXCf6sybW,-22.1,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 09:32:00.412000+00:00,Fee_Consumption,Closed,tid_kXXCf6sybW_Fee_Consumption,-0.0,,1,0,0,0
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 14:58:08.551000+00:00,Consumption,Closed,tid_iM70PMgJVf,-15.19,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 14:58:09.330000+00:00,Fee_Consumption,Closed,tid_iM70PMgJVf_Fee_Consumption,-0.0,,1,0,0,0
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 14:58:58.005000+00:00,Consumption,Closed,tid_aMfMjUEYQ6,-0.57,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 14:58:58.761000+00:00,Fee_Consumption,Closed,tid_aMfMjUEYQ6_Fee_Consumption,-0.0,,1,0,0,0
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 15:40:56.309000+00:00,TransferIn,Closed,TransferIn:c7b6ff7e-c71b-4481-8a5d-bdffab1c6031,20.0,,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 15:49:16.934000+00:00,Consumption,Closed,tid_rCvGMzo7nL,-28.33,0.0,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 15:49:17.701000+00:00,Fee_Consumption,Closed,tid_rCvGMzo7nL_Fee_Consumption,-0.0,,1,0,0,0
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 15:49:39.094000+00:00,TransferOut,Closed,NovaFee_rCvGMzo7nL,-0.71,,0,1,0,0
55b85b1b-ac5a-48e6-b92c-92c6d682f68d,2025-05-25 16:28:38.340000+00:00,TransferOut,Closed,TransferOut:874525b2-5eec-4485-983f-b18bd49bf4ca,-82.0,,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-25 16:28:58.086000+00:00,TransferOut,Closed,TransferOut:d3a04f39-bd40-4334-9762-faadc2221cc1,-24.48,,0,0,0,1
ecde3f2b-ca1a-44ef-8098-29a1dae9914e,2025-05-25 16:29:15.381000+00:00,TransferOut,Closed,TransferOut:31398eab-794b-40b3-99ce-e87088144ad1,-0.13,,0,0,0,1
dc146c49-bbed-4ed6-9163-4bfdcfc1f90d,2025-05-26 03:04:24.753000+00:00,TransferIn,Closed,createCard,10.0,,0,0,1,0
dc146c49-bbed-4ed6-9163-4bfdcfc1f90d,2025-05-26 03:04:58.913000+00:00,TransferOut,Closed,TransferOut:58430536-27e3-4c3e-88a1-b5b2471fa838,-10.0,,0,0,0,1
dd978981-5533-42b9-9ea4-79efaae54d03,2025-05-26 03:26:27.065000+00:00,TransferIn,Closed,createCard_1748229982_5485,10.0,,0,0,1,0
dd978981-5533-42b9-9ea4-79efaae54d03,2025-05-26 03:26:27.627000+00:00,TransferOut,Closed,TransferOut:57866645-57f8-4715-9bbf-4d8fcad68466,-10.0,,0,0,0,1
ff20d07e-daa5-451f-b63a-fef4adf065c8,2025-05-26 03:34:21.018000+00:00,TransferIn,Closed,createCard_1748230457_7031,10.0,,0,0,1,0
ff20d07e-daa5-451f-b63a-fef4adf065c8,2025-05-26 03:34:21.591000+00:00,TransferOut,Closed,TransferOut:2ede06b0-a844-46e9-9113-7498b4806d7a,-10.0,,0,0,0,1
ff20d07e-daa5-451f-b63a-fef4adf065c8,2025-05-26 03:34:56.394000+00:00,TransferIn,Closed,TransferIn:3f471da0-8c22-4939-87b3-8a67f4a15b1a,484.96,,0,0,0,1
ff20d07e-daa5-451f-b63a-fef4adf065c8,2025-05-26 07:22:11.597000+00:00,TransferIn,Closed,TransferIn:57ecda40-238f-4de6-8a8d-2fc82600cf0a,91.6,,0,0,0,1
30a07708-3c0f-4721-aee3-49f2f0ecae7e,2025-05-27 02:02:51.318000+00:00,TransferOut,Closed,TransferOut:bf98308d-3d7a-4f6d-908b-2523f832137b,-0.13,,0,0,0,1
ff20d07e-daa5-451f-b63a-fef4adf065c8,2025-05-27 17:44:09.001000+00:00,TransferOut,Closed,TransferOut:e4187941-3e8e-451a-8bbb-f33f6d8bf8e2,-576.56,,0,0,0,1
fd948a03-43da-4226-98db-bfb3dfe91d34,2025-05-27 18:18:46.037000+00:00,TransferIn,Closed,createCard_1748369921_8540,10.0,,0,0,1,0
fd948a03-43da-4226-98db-bfb3dfe91d34,2025-05-27 18:18:46.587000+00:00,TransferOut,Closed,TransferOut:ac5130c5-8498-4310-bbe7-272f640f43e8,-10.0,,0,0,0,1
51d0ce38-3583-44b8-a777-c26aeeae5748,2025-05-27 18:21:37.021000+00:00,TransferIn,Closed,createCard_1748370092_2479,10.0,,0,0,1,0
51d0ce38-3583-44b8-a777-c26aeeae5748,2025-05-27 18:21:37.866000+00:00,TransferOut,Closed,TransferOut:902f2bf3-4d4e-4956-84f4-c09979f23cd3,-10.0,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 18:32:43.568000+00:00,TransferIn,Closed,createCard_1748370758_7248,10.0,,0,0,1,0
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 18:32:44.195000+00:00,TransferOut,Closed,TransferOut:f7728953-b65c-47e7-9c09-9e7fe7c4056c,-10.0,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 18:49:27.955000+00:00,TransferIn,Closed,TransferIn:2a076a57-47e5-4678-8b34-308e281c5c34,88.5,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 19:15:29.984000+00:00,TransferIn,Closed,TransferIn:e23101f9-6ab1-4a29-8a63-45f3921b27c9,470.19,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 19:52:52.942000+00:00,TransferOut,Closed,TransferOut:32b89290-4b45-4b23-abd8-43804ad10b32,-5.0,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 20:47:01.613000+00:00,TransferIn,Closed,TransferIn:ffe6ca0a-dff0-493d-9d80-57bc563db792,116.3,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 21:05:27.569000+00:00,TransferIn,Closed,TransferIn:a0a491e4-f5c7-46b0-8dbd-3dfea5a53101,971.0,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 21:17:23.976000+00:00,TransferIn,Closed,TransferIn:3c651e34-3345-4770-b6d8-0a2179118ddd,93.5,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 22:37:04.591000+00:00,TransferIn,Closed,TransferIn:53343a65-c7de-4028-8704-831798815e89,291.5,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 22:51:28.047000+00:00,TransferIn,Closed,TransferIn:60f07a4d-a7fd-415f-9d3d-854b92455299,390.0,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 22:57:47.539000+00:00,TransferIn,Closed,TransferIn:14eed6cb-14e4-46e2-bcc8-cfe543918b5b,100.0,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 23:01:18.980000+00:00,TransferIn,Closed,TransferIn:046cde05-9c38-4c8f-975f-5f10088f6bd3,439.25,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 23:19:17.151000+00:00,TransferIn,Closed,TransferIn:c8b01d34-e648-43ea-8104-0094656a3728,242.25,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 23:20:59.672000+00:00,TransferOut,Closed,TransferOut:fddaf106-a3fd-43b4-932a-dfb0e84a3dc8,-100.0,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 23:21:21.422000+00:00,TransferIn,Closed,TransferIn:3617781d-c069-4214-8873-d6fc74d77bca,100.0,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 23:47:33.366000+00:00,TransferIn,Closed,TransferIn:f90d8271-56f9-45c9-9159-8d23f87a471e,212.7,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 23:48:15.445000+00:00,TransferOut,Closed,TransferOut:4dc0b60a-c1b9-4e5d-b72b-86e11bad6a90,-3410.19,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-27 23:48:29.465000+00:00,TransferIn,Closed,TransferIn:0e9061e8-9b91-46fb-9498-59f822de168f,10.0,,0,0,0,1
fbc1f1a6-d7c5-4642-8ff8-3912f5aec8d1,2025-05-28 00:01:03.339000+00:00,TransferOut,Closed,TransferOut:4b226249-ddd6-40ff-98bf-a9e7d1708ae6,-10.0,,0,0,0,1
f23f6b2e-bfca-4cbc-be02-94c1df7bdc00,2025-05-28 04:34:01.558000+00:00,TransferIn,Closed,createCard_1748406838_4626,10.0,,0,0,1,0
f23f6b2e-bfca-4cbc-be02-94c1df7bdc00,2025-05-28 04:34:02.189000+00:00,TransferOut,Closed,TransferOut:e9def4c8-3069-4497-823d-258f0c68dc7c,-10.0,,0,0,0,1
ad68c23f-d1e5-4d9f-b851-bcf9e828cea2,2025-05-28 04:37:36.051000+00:00,TransferIn,Closed,createCard_1748407050_6451,10.0,,0,0,1,0
ad68c23f-d1e5-4d9f-b851-bcf9e828cea2,2025-05-28 04:37:37.898000+00:00,TransferOut,Closed,TransferOut:0134790f-cec3-4583-83b6-579786387c30,-10.0,,0,0,0,1
c8b383c2-d355-4651-a704-067aaa0224c7,2025-05-28 04:38:45.257000+00:00,TransferIn,Closed,createCard_1748407120_2135,10.0,,0,0,1,0
c8b383c2-d355-4651-a704-067aaa0224c7,2025-05-28 04:38:45.834000+00:00,TransferOut,Closed,TransferOut:fe193720-e3ac-414d-b912-72e258a22845,-10.0,,0,0,0,1
ea7d3fdb-351a-4557-8ab5-a79c3c2f3572,2025-05-28 04:39:05.860000+00:00,TransferIn,Closed,createCard_1748407141_2227,10.0,,0,0,1,0
ea7d3fdb-351a-4557-8ab5-a79c3c2f3572,2025-05-28 04:39:06.437000+00:00,TransferOut,Closed,TransferOut:aa12dcdb-07bd-4d4e-9668-58e3bc4f3da8,-10.0,,0,0,0,1
a019f42c-278a-4036-aca2-5643b9b5c1f3,2025-05-28 04:50:48.059000+00:00,TransferIn,Closed,createCard_1748407843_8567,10.0,,0,0,1,0
a019f42c-278a-4036-aca2-5643b9b5c1f3,2025-05-28 04:50:48.596000+00:00,TransferOut,Closed,TransferOut:7aac2ebe-a764-4b8c-b6b8-54936db4ce33,-10.0,,0,0,0,1
4d108f20-8d52-4ece-bf2d-909975a66f10,2025-05-28 05:42:03.151000+00:00,TransferIn,Closed,createCard_1748410918_1715,10.0,,0,0,1,0
4d108f20-8d52-4ece-bf2d-909975a66f10,2025-05-28 05:42:03.713000+00:00,TransferOut,Closed,TransferOut:384b8af4-f21d-42a2-8c8c-c9d3902c18a3,-10.0,,0,0,0,1
4d108f20-8d52-4ece-bf2d-909975a66f10,2025-05-28 06:04:16.042000+00:00,TransferIn,Closed,TransferIn:485d742a-aa09-4bd6-b6f7-c3504269b321,975.0,,0,0,0,1
4d108f20-8d52-4ece-bf2d-909975a66f10,2025-05-28 06:15:33.365000+00:00,Consumption,Closed,tid_D5y7mr26cn,-24.25,0.0,0,0,0,1
4d108f20-8d52-4ece-bf2d-909975a66f10,2025-05-28 06:15:34.116000+00:00,Fee_Consumption,Closed,tid_D5y7mr26cn_Fee_Consumption,-0.0,,1,0,0,0
4d108f20-8d52-4ece-bf2d-909975a66f10,2025-05-28 06:17:13.873000+00:00,Consumption,Closed,tid_7KC5qRU8lS,-36.28,0.0,0,0,0,1
4d108f20-8d52-4ece-bf2d-909975a66f10,2025-05-28 06:17:14.623000+00:00,Fee_Consumption,Closed,tid_7KC5qRU8lS_Fee_Consumption,-0.0,,1,0,0,0
33aff407-2c3d-4e1d-8584-4d689c87108c,2025-05-28 06:26:23.754000+00:00,TransferIn,Closed,createCard_1748413578_9886,10.0,,0,0,1,0
